Team Name,blomgram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Project Name,Beevia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exported By,Victor Peynado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date,10/Aug/2026 09:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Filter,Sprints Contains 0702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Item Id,Item Name,Description,Created On,Sprint,Created by,Tags,Completed On,Assignee,Status,Epic,Item Type,Priority,Start Date,End Date,Start After,Duration,Estimation Points,Release,Total Workhours,Work hours per owner,Work hours type,Parent Id,Sprint Type,Sprint Start Date,Sprint End Date,Comments,Created Time,Last Modified,Blocked by,Blocked On
BVA-I41,Video Calling,"Asa user, I want to make and receive video calls with someone I'm chatting with,so that I can have face-to-face conversations through the app.Acceptance Criteria● Everything in the Audio Calling story applies here as well● A user can turn their camera on/off during acall● A user can switch between front and backcamera during a call● Video quality holds up reasonably well ontypical mobile data",09/Jul/2026 08:50 PM,0702,Fortune Okwu,,,Unassigned,REVIEW/QA,,Story,None,,,,,0,,00:00/day,00:00,hrs/day,,Start,21/Jul/2026,07/Aug/2026,,09/Jul/2026 08:50 PM,07/Aug/2026,,
BVA-I53,Video Call Infrastructure,Extend the calling infrastructure built foraudio calls (CE3-BE) to support video sessions.,14/Jul/2026 09:18 AM,0702,Fortune Okwu,,,Ayomikun Araoye,REVIEW/QA,,Task,None,,,,,0,,00:00/day,00:00,hrs/day,BVA-I41,Start,21/Jul/2026,07/Aug/2026,,14/Jul/2026 09:18 AM,04/Aug/2026,,
BVA-I54,Video Call UI,"Build the video call experience, includingcamera preview, camera on/off toggle, switching between front and back camera,and the video call screen layout.",14/Jul/2026 09:19 AM,0702,Fortune Okwu,,,David Samuel,REVIEW/QA,,Task,None,,,,,0,,00:00/day,00:00,hrs/day,BVA-I41,Start,21/Jul/2026,07/Aug/2026,,14/Jul/2026 09:19 AM,05/Aug/2026,,
BVA-I44,"Share Files, Photos, Contacts, and Location in Chat","Asa user, I want to send documents, photos, a contact card, or my location tosomeone I'm chatting with, so that I can share more than just text when aconversation calls for it such as sending an ID document, sharing a photo, or sending directions tomeet someone.Acceptance Criteria● A user can attach and send a document (e.g. aPDF) in a conversation, and the recipient can open or download it● A user can attach and send one or more photos,viewable directly in the conversation● A user can share a contact from their phone asa card the recipient can view (and save to their own contacts)● A user can share their current location, or achosen location, as a shareable map location● All shared content appears in the conversationhistory with the correct sender and timestamp, the same as a text message would",09/Jul/2026 09:01 PM,0702,Fortune Okwu,,,Unassigned,REVIEW/QA,,Story,None,,,,,0,,00:00/day,00:00,hrs/day,,Start,21/Jul/2026,07/Aug/2026,,09/Jul/2026 09:01 PM,07/Aug/2026,,
BVA-I59,File & Media Upload/Storage Endpoints,"Build the upload and storage endpoints andmessage types needed to support sending documents, photos, contact cards, andlocation within a conversation, and ensure they're retrievable as part of theconversation history.",14/Jul/2026 09:34 AM,0702,Fortune Okwu,,,Ayomikun Araoye,REVIEW/QA,,Task,None,,,,,0,,00:00/day,00:00,hrs/day,BVA-I44,Start,21/Jul/2026,07/Aug/2026,,14/Jul/2026 09:34 AM,04/Aug/2026,,
BVA-I60,Attachment Picker & Media Display,"Build the attachment picker for documents,photos, contacts, and location, and the inline display of each shared file within the chat thread.",14/Jul/2026 09:35 AM,0702,Fortune Okwu,,,David Samuel,REVIEW/QA,,Task,None,,,,,0,,00:00/day,00:00,hrs/day,BVA-I44,Start,21/Jul/2026,07/Aug/2026,,14/Jul/2026 09:35 AM,04/Aug/2026,,
BVA-I67,Contact Permission & Discovery,"Asa user, I want the app to check my phone contacts to see who's already onBeevia, and be able to invite the ones who aren't, so that I can start chattingwith people I know whether or not they've joined the app yetMost people's contact lists will includeplenty of people who aren't on Beevia yet, without a way to invite themdirectly from that same list, discovery only solves half the problem and givesthe app no natural way to grow through word of mouthAcceptance Criteria ● The user is asked to grant permission toaccess their phone contacts, with a clear explanation of why before the systempermission prompt appears● If permission is granted, the user's contactsare checked against Beevia's user base to identify which of them are already onthe app● Contacts who are on Beevia are shown in adiscoverable list, clearly distinguished from contacts who aren't yet on theapp● The user can start a new 1:1 conversationdirectly from this list, for any discovered contact● Re-syncing happens periodically,so contacts who join Beevia later become discoverable without the user needingto do anything, like updating the app● Contacts who are NOT on Beevia show an""Invite"" action in the same list, instead of a way to start a chat● Tapping Invite lets the user send that contacta link to join Beevia (via sms), opening the invite link should take the invited personinto the Beevia signup flow (directing them to install the app if they don'thave it, or opening the app directly if they do)● Once a contact has been invited, the listreflects that (e.g. shows ""Invited"" instead of the Invite action), sothe user has a clear sense of who they've already reached out to",15/Jul/2026 11:14 AM,0702,Fortune Okwu,,,Unassigned,REVIEW/QA,,Story,None,,,,,0,,00:00/day,00:00,hrs/day,,Start,21/Jul/2026,07/Aug/2026,,15/Jul/2026 11:14 AM,07/Aug/2026,,
BVA-I68,Contact Permission & Discovery UI Design,"Design the full discovery flow: apermission-priming screen explaining why contact access is requested (shownbefore the native OS prompt), the synced-contacts list showing who's on Beeviavs. not, the fallback state for when permission is denied, and the empty statefor when no contacts are found on Beevia yet.",15/Jul/2026 11:15 AM,0702,Fortune Okwu,,,Philip Chidera,REVIEW/QA,,Task,None,,,,,0,,00:00/day,00:00,hrs/day,BVA-I67,Start,21/Jul/2026,07/Aug/2026,,15/Jul/2026 11:15 AM,03/Aug/2026,,
BVA-I69,Contact Matching & Sync Endpoint,"Build the backend logic to accept a user'scontact list (phone numbers) and match them against registered Beevia users,returning which contacts are already on the platform. Needs to handle thissecurely and privately (e.g. hashing phone numbers rather than storing rawcontact data beyond what's necessary) and support periodic re-sync as new usersjoin.",15/Jul/2026 11:15 AM,0702,Fortune Okwu,,,Ayomikun Araoye,REVIEW/QA,,Task,None,,,,,0,,00:00/day,00:00,hrs/day,BVA-I67,Start,21/Jul/2026,07/Aug/2026,,15/Jul/2026 11:15 AM,03/Aug/2026,,
BVA-I70,Contact Permission Flow & Discovery UI,"Implement the permission priming screen, thenative OS contact permission request, uploading the device's contact list tothe sync endpoint, displaying the discovered contacts list, handling thepermission denied path gracefully, and starting a new conversation from adiscovered contact.",15/Jul/2026 11:16 AM,0702,Fortune Okwu,,,David Samuel,REVIEW/QA,,Task,None,,,,,0,,00:00/day,00:00,hrs/day,BVA-I67,Start,21/Jul/2026,07/Aug/2026,,15/Jul/2026 11:16 AM,03/Aug/2026,,
BVA-I71,Invite Action & Invited State Design,"Design the Invite action shown next tocontacts who aren't on Beevia within the same discovered-contacts list, theshare/send-invite interaction, and the ""Invited"" state a contactshows afterward so the user can see who they've already reached out to.",15/Jul/2026 11:27 AM,0702,Fortune Okwu,,,Philip Chidera,REVIEW/QA,,Task,None,,,,,0,,00:00/day,00:00,hrs/day,BVA-I67,Start,21/Jul/2026,07/Aug/2026,,15/Jul/2026 11:27 AM,03/Aug/2026,,
BVA-I33,KYC Profile Auto-Population from BVN Record + Submit KYC Profile Integration,"Descriptiongender, address, and the other KycProfileDto fields are associated records returned by the externalBVN/ownership-verification provider as part of the verify bvn ownership verification response. The app readsthese fields off that response and submits them via POST /kyc/profile, without prompting the user to type them in.API IntegrationPOST /api/v1/kyc/profileRequest:{ email, gender: male|female, addressLine1, addressLine2?, city, state,postalCode, country }, the values sourced from the BVN ownership-verificationresponse Acceptance Criteria● After POST /kyc/bvn/verify-ownership succeeds, map the relevant fields from that response into the KycProfileDtoshape and call POST /kyc/profile automatically, ● Pre-fill/reuse the email already captured andverified for the email field in this call● Country defaults to NG on this path● the user sees the Verifying modal and then Wallet Ready, with no intermediate form",06/Jul/2026 05:25 PM,0702,Fortune Okwu,,,David Samuel,REVIEW/QA,Banking Path (Nigeria / BVN / Anchor),Story,None,,,,,0,,00:00/day,00:00,hrs/day,,Start,21/Jul/2026,07/Aug/2026,,06/Jul/2026 05:25 PM,07/Aug/2026,,
BVA-I73,Invite Action Implementation,"Wire up the Invite action to request a linkfrom the backend and send it to the selected contact (an invite message via sms), and update thatcontact's row to the ""Invited"" state once sent.",15/Jul/2026 11:40 AM,0702,Fortune Okwu,,,David Samuel,REVIEW/QA,,Story,None,,,,,0,,00:00/day,00:00,hrs/day,,Start,21/Jul/2026,07/Aug/2026,,15/Jul/2026 11:40 AM,07/Aug/2026,,
BVA-I19,Welcome / Consent Screen,"DescriptionLandingscreen shown before account creation or login. Swipeable illustrated carousel,persistent legal-consent element, and two entry CTAs.Acceptance Criteria● Carousel with page indicator dots; swipeablebetween panels● ""I have read and agree to the PrivacyPolicies and Terms of Service"" text with tappable links that open thelegal documents in an in-app webview (not an external browser)● Single ""Agree & Continue"" actionis the acceptance mechanism, tapping it constitutes agreement and routes intothe phone entry flow; no separate checkbox is required or should be built● ""Login"" secondary CTA routes intothe login flow● Legal document links must not require leavingthe app",06/Jul/2026 03:56 PM,0702,Fortune Okwu,,,David Samuel,REVIEW/QA,Onboarding & Authentication,Story,None,,,,,0,,00:00/day,00:00,hrs/day,,Start,21/Jul/2026,07/Aug/2026,,06/Jul/2026 03:56 PM,07/Aug/2026,,
BVA-I20,Phone Number Entry + Country Picker + Register Integration,"DescriptionFirst step ofthe signup flow. Collects country (via searchable picker with dial code) andphone number, then triggers the signup OTP.API IntegrationPOST /api/v1/auth/register Acceptance Criteria● Country picker defaults to device locale /IP-detected country where available, otherwise Nigeria● Country picker is searchable (""Searchcountry"" field) and shows flag + name + dial code per row, as inPhone_Verification___Countries● Selecting a country updates the dial-codeprefix shown beside the phone field● App composes the full E.164 number (dial code+ local digits) client-side before calling the API● ""Send Code"" CTA disabled until astructurally valid phone number is entered● On success, navigate to OTP Verification passing phone, countryCode, and purpose=signup● On 400 validation_error, show the inline errorstate per Phone_Verification___Error without losing entered data● Loading state shown on the CTA",06/Jul/2026 04:05 PM,0702,Fortune Okwu,,,David Samuel,REVIEW/QA,Onboarding & Authentication,Story,None,,,,,0,,00:00/day,00:00,hrs/day,,Start,21/Jul/2026,07/Aug/2026,,06/Jul/2026 04:05 PM,07/Aug/2026,,
BVA-I21,OTP Verification Screen + Verify/Resend Integration,"Description6-digit code entry componentAPI IntegrationPOST /api/v1/auth/otp/verify POST /api/v1/auth/otp/request Acceptance Criteria● 6 individual digit boxes, auto-advance focusper digit, supports SMS autofill (iOS 'From Messages' suggestion strip /Android SMS Retriever API)● Countdown shown during resend cooldown(""Resend in 00:30""); ""Resend Code"" becomes tappable once itelapses● On otp_invalid/otp_expired, show the redinline error state per the error-state design and clear the entered digits● On otp_too_many_attempts, show an error anddisable further verify attempts for a cooldown window (confirm exact durationwith backend)● On otp_cooldown from a resend tap, surface theexact wait-time message returned by the API● On successful verify: persistaccess_token/refresh_token securely and route by purpose — signup → PIN Setup(A4); login → onboarding-resume logic (A7)",06/Jul/2026 04:36 PM,0702,Fortune Okwu,,,David Samuel,REVIEW/QA,Onboarding & Authentication,Story,None,,,,,0,,00:00/day,00:00,hrs/day,,Start,21/Jul/2026,07/Aug/2026,,06/Jul/2026 04:36 PM,07/Aug/2026,,
BVA-I22,PIN Setup Screen + Biometrics + Set PIN Integration,"DescriptionFirst-time4-digit PIN creation with an optional biometrics opt-in, immediately aftersignup OTP verification.API IntegrationsPOST /api/v1/auth/pinRequest:{ pin: 4-digit string, enableBiometrics?: boolean }Success:200: user with onboarding_step: pin_set, pin_set: true Acceptance Criteria● ""PIN"" and ""Confirm PIN"", two independent 4-box inputs● Continue disabled until both are 4 digits andmatch; inline mismatch error shown on submit if they differ● ""Enable Biometrics"" toggle shownonly when the device supports Face ID / fingerprint; include enableBiometricsin the request only when toggled on● On success, persist the updateduser/onboarding_step and hand off to the path-selection routing logic● If biometrics was enabled, register the devicecredential locally (Face ID / Touch ID / Android BiometricPrompt) for futureunlock, gated on the OS having biometrics enrolled",06/Jul/2026 04:39 PM,0702,Fortune Okwu,,,David Samuel,REVIEW/QA,Onboarding & Authentication,Story,None,,,,,0,,00:00/day,00:00,hrs/day,,Start,21/Jul/2026,07/Aug/2026,,06/Jul/2026 04:39 PM,07/Aug/2026,,
BVA-I23,Login Flow (Returning Users): Phone + OTP Integration,"DescriptionLogin nowcollects only a phone number, then reuses the OTP verification component with purpose=login. All PIN-on-login and Forgot Password UI has been confirmedremoved.API IntegrationPOST /api/v1/auth/loginRequest:{ phone } Acceptance Criteria● Phone number field ● CTA calls /auth/login; on the (always-200)response, navigate to OTP Verification with purpose=login● On successful OTP verify for purpose=login,use the returned user.onboarding_step to route via the resume logic (Onboarding resume logic); ifonboarding is already complete, go straight to the Chat screen",06/Jul/2026 04:46 PM,0702,Fortune Okwu,,,David Samuel,REVIEW/QA,Onboarding & Authentication,Story,None,,,,,0,,00:00/day,00:00,hrs/day,,Start,21/Jul/2026,07/Aug/2026,,06/Jul/2026 04:46 PM,07/Aug/2026,,
BVA-I24,Session & Token Management ,"DescriptionSharednetworking-layer ticket implementing secure storage, attachment, and rotationof access/refresh tokens, plus the standardized response-envelope parsing usedby every other ticket in this set.API IntegrationPOST /api/v1/auth/refreshRequest:{ refreshToken }Success:200: { access_token, refresh_token } (rotated) POST /api/v1/auth/logoutRequest:{ refreshToken }Success:200: { logged_out: true }: idempotent GET /api/v1/auth/meSuccess:200: current user + onboarding stateErrors:401 unauthorized Acceptance Criteria● access_token / refresh_token stored in securedevice storage (Keychain on iOS, EncryptedSharedPreferences/Keystore onAndroid)● All authenticated requests attachAuthorization: Bearer <access_token> via a shared interceptor● On any 401, attempt POST /auth/refresh exactlyonce using the stored refresh token, then retry the original request; on asecond failure (refresh_invalid/session_invalid), clear the session and routeto the Welcome screen● Always persist the new refresh_token returnedby /auth/refresh, treat it as single-use/rotating● Shared response-envelope parser implementedonce ({ success, message, data, meta?, timestamp } / { success:false, message,error, details?, timestamp }) and reused by every networking call in thisticket set, rather than parsed ad hoc per screen",06/Jul/2026 04:49 PM,0702,Fortune Okwu,,,David Samuel,REVIEW/QA,Onboarding & Authentication,Story,None,,,,,0,,00:00/day,00:00,hrs/day,,Start,21/Jul/2026,07/Aug/2026,,06/Jul/2026 04:49 PM,07/Aug/2026,,
BVA-I25,Onboarding Resume Logic,"DescriptionEnsures auser who closes the app mid-onboarding, or logs in on a new device, resumes atthe correct step using the server as source of truth rather than local-onlystate.API IntegrationGET /api/v1/onboarding/stateSuccess:200: current onboarding_step + chosen path Acceptance Criteria● Call GET /onboarding/state on app launch (witha valid stored session) and immediately after OTP verify for an existing user● Map the returned state to a screen:phone_verified -> PIN Setup; pin_set with path still null -> Path Selection if country_code is NG, else silently assign chat_only and go to Basic Info; path chosen but profile/KYC incomplete -> resume at the correct banking orchat-only step; fully complete -> Chat screen● This mapping must be exhaustive over the fullonboarding_step enum",06/Jul/2026 04:54 PM,0702,Fortune Okwu,,,David Samuel,REVIEW/QA,Onboarding & Authentication,Story,None,,,,,0,,00:00/day,00:00,hrs/day,,Start,21/Jul/2026,07/Aug/2026,,06/Jul/2026 04:54 PM,07/Aug/2026,,
BVA-I26,Path Selection Screen (Nigeria-Only Gating) + Choose Path Integration,"DescriptionCentralbusiness-rule ticket for the whole set: this screen is shown only to userswhose country_code (captured at registration) is NG. Every other user skipsit and is auto-assigned the chat-only path.API IntegrationPOST /api/v1/onboarding/pathRequest:{ path: ""chat_only"" | ""chat_banking"" }Success:200 → updated user Acceptance Criteria● After PIN Setup (A4), branch onuser.country_code: if ""NG"": show this screen with two equal-weightcards (""Chat Only"" / ""Chat + Banking""), no cardpre-selected, Continue disabled until one is tapped● If country_code is not ""NG"", skipthis screen entirely; silently call POST /onboarding/path with { path:""chat_only"" }, then navigate straight to Basic Info. No bankingoption, copy, or screen is ever shown to non-Nigerian users, banking isNigeria-only for this release● Selecting ""Chat Only"" + Continue -> call the API with chat_only -> navigate to Basic Info● Selecting ""Chat + Banking"" +Continue -> call the API with chat_banking -> navigate to the Naira Wallet Intro● On API failure, keep the user on this screenwith a retry affordance, do not advance navigation until the call succeeds● Implement the country-based gating in a singleshared onboarding-coordinator function, not duplicated per screen, so futurecountry expansion for banking is a one-line change",06/Jul/2026 04:59 PM,0702,Fortune Okwu,,,David Samuel,REVIEW/QA,Path Selection & Chat-Only Path,Story,None,,,,,0,,00:00/day,00:00,hrs/day,,Start,21/Jul/2026,07/Aug/2026,,06/Jul/2026 04:59 PM,07/Aug/2026,,
BVA-I27,Basic Info Screen (Chat-Only Path) + Submit Profile Integration,"DescriptionCollects nameand date of birth to complete onboarding for chat-only users, reached bothdirectly (Nigerian users who chose Chat Only) and via the silentauto-assignment for non-Nigerian usersAPI IntegrationPOST /api/v1/onboarding/profile Acceptance Criteria● First Name / Last Name text fields; DOBcollected via Day / Month / Year fields as shown in Figma, transform toYYYY-MM-DD before calling the API regardless of the input control used● Continue disabled until all fields holdplausible values● On age_below_minimum, route to the Age-Gatescreen rather than showing an inline field error -> this is the confirmedproduct behavior for under-16 users● On success, this is the end of onboarding forchat-only users: clear the onboarding navigation stack and route to the Chatscreen● Copy must remain path-neutral (nobanking/wallet references) since this screen serves both the direct chat-onlychoice and the silent non-Nigerian auto-assignment",06/Jul/2026 05:02 PM,0702,Fortune Okwu,,,David Samuel,REVIEW/QA,Path Selection & Chat-Only Path,Story,None,,,,,0,,00:00/day,00:00,hrs/day,,Start,21/Jul/2026,07/Aug/2026,,06/Jul/2026 05:02 PM,07/Aug/2026,,
BVA-I28,Age-Gate Screen (Under 16 Block),"DescriptionTerminalscreen shown when the backend rejects a submitted DOB with age_below_minimum.Acceptance Criteria● Reached only via the age_below_minimum branchfrom Basic Info● ""Close App"" is the only forward CTA● The back arrow (top-left) should return toBasic Info so a mistyped DOB can be corrected, rather than closing the app",06/Jul/2026 05:03 PM,0702,Fortune Okwu,,,David Samuel,REVIEW/QA,Path Selection & Chat-Only Path,Story,None,,,,,0,,00:00/day,00:00,hrs/day,,Start,21/Jul/2026,07/Aug/2026,,06/Jul/2026 05:03 PM,07/Aug/2026,,
BVA-I29,Naira Wallet Intro + Email Entry + Send Email Code Integration,"DescriptionFirst screenof the banking path for Nigeria-resident users. Covers the email-submissionhalf of the combined screen; BVN submission is a separate step gatedbehind email verificationAPI IntegrationPOST /api/v1/kyc/email Acceptance Criteria● Explainer copy + informational callout● On Continue, submit the email field via POST/kyc/email first; do not allow BVN submission until email verification succeeds● ""Use chat only instead"" link callsPOST /onboarding/path again with { path: ""chat_only"" } to downgradefrom chat_banking, then navigates the user into the chat-only path screens,starting at Basic Info● Loading/disabled state on Continue while therequest is in flight",06/Jul/2026 05:07 PM,0702,Fortune Okwu,,,David Samuel,REVIEW/QA,Banking Path (Nigeria / BVN / Anchor),Story,None,,,,,0,,00:00/day,00:00,hrs/day,,Start,21/Jul/2026,07/Aug/2026,,06/Jul/2026 05:07 PM,07/Aug/2026,,
BVA-I30,Email OTP Verification Screen + Verify Email Integration,"DescriptionConfirms theemail code sent before BVN lookup can proceed.API IntegrationPOST /api/v1/kyc/email/verifyRequest:{ code }Success:200: email verified, returns userErrors:400 otp_invalid / otp_expired / otp_too_many_attempts Acceptance Criteria● Reuse the shared OTP-entry component, parameterized for the email-verification context● On success, proceed to BVN entry withinthe same combined-screen flow● Standard OTP error handling",06/Jul/2026 05:09 PM,0702,Fortune Okwu,,,David Samuel,REVIEW/QA,Banking Path (Nigeria / BVN / Anchor),Story,None,,,,,0,,00:00/day,00:00,hrs/day,,Start,21/Jul/2026,07/Aug/2026,,06/Jul/2026 05:09 PM,07/Aug/2026,,
BVA-I31,BVN Entry Screen + BVN Lookup Integration,"DescriptionCollects the11-digit BVN and confirms it exists, returning the availableownership-verification methods.API IntegrationPOST /api/v1/kyc/bvnRequest:{ bvn: 11-digit string }Success:200: BVN found, returns available methods (face / record; phone not yetsupported)Errors:400 bvn_not_found Acceptance Criteria● 11 individual digit boxes, numeric keyboardonly; Continue disabled until all 11 are entered● Only reachable once email verification has succeeded● On bvn_not_found, show an inline error and allowre-entry without losing the verified-email state",06/Jul/2026 05:12 PM,0702,Fortune Okwu,,,David Samuel,REVIEW/QA,Banking Path (Nigeria / BVN / Anchor),Story,None,,,,,0,,00:00/day,00:00,hrs/day,,Start,21/Jul/2026,07/Aug/2026,,06/Jul/2026 05:12 PM,07/Aug/2026,,
BVA-I32,BVN Verifying State (Loading/Progress Modal),"DescriptionNon-dismissible""Verifying Your Details"" modal with a spinner, shown while theownership-verification call (POST /kyc/bvn/verify-ownership) is in flight,after the selfie has been captured.Acceptance Criteria● The BVN lookup call (POST /kyc/bvn) isa quick inline call from the BVN entry screen itself and does NOT trigger thismodal, any loading state for that call is a lightweight inlinespinner/disabled-button state ● This modal is shown specifically while POST/kyc/bvn/verify-ownership is in flight, i.e. after the user has capturedtheir selfie in the face-verification step● On success, auto-dismiss and navigate to KYCProfile or Wallet Ready depending on whether profile fields werealready populated● On failure, dismiss the modal and show aninline error with retry on the take selfie screen",06/Jul/2026 05:21 PM,0702,Fortune Okwu,,,David Samuel,REVIEW/QA,Banking Path (Nigeria / BVN / Anchor),Story,None,,,,,0,,00:00/day,00:00,hrs/day,,Start,21/Jul/2026,07/Aug/2026,,06/Jul/2026 05:21 PM,07/Aug/2026,,
BVA-I34,Face Verification Instructions Screen,"DescriptionInstructionalscreen preceding the camera capture step, covering lighting, glasses/hats, andframing guidance.Acceptance Criteria● Static instructional content: lighting, removeglasses/hats, keep face centered● ""Continue""/""Start"" CTAlaunches the camera capture flow● Camera permission requested gracefully if notalready granted, with an in-app rationale shown before the OS permission dialog",06/Jul/2026 05:26 PM,0702,Fortune Okwu,,,David Samuel,REVIEW/QA,Banking Path (Nigeria / BVN / Anchor),Story,None,,,,,0,,00:00/day,00:00,hrs/day,,Start,21/Jul/2026,07/Aug/2026,,06/Jul/2026 05:26 PM,07/Aug/2026,,
